// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 6 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:36 (36.22 sec)   *****
// Found 6 benchmarks:
//   InterpolationBenchmark.Interpolation: .NET 5.0(Runtime=.NET 5.0)
//   InterpolationBenchmark.Interpolation: .NET 6.0(Runtime=.NET 6.0)
//   InterpolationBenchmark.Interpolation: .NET 7.0(Runtime=.NET 7.0)
//   InterpolationBenchmark.Interpolation: .NET 8.0(Runtime=.NET 8.0)
//   InterpolationBenchmark.Interpolation: .NET Core 3.1(Runtime=.NET Core 3.1)
//   InterpolationBenchmark.Interpolation: .NET Framework 4.8.1(Runtime=.NET Framework 4.8.1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: InterpolationBenchmark.Interpolation: .NET 5.0(Runtime=.NET 5.0)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet ebb49315-7dc1-4daa-b248-def2ed75d2fb.dll --anonymousPipes 5724 3580 --benchmarkName Penguin.InterpolationBenchmark.Interpolation --job ".NET 5.0" --benchmarkId 0 in C:\src\DotNetBenchmarkExamples\bin\Release\net8.0\ebb49315-7dc1-4daa-b248-def2ed75d2fb\bin\Release\net5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.10
// Runtime=.NET 5.0.17 (5.0.1722.21314), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 5.0

WorkloadResult  26: 16777216 op, 757285350.00 ns, 45.1377 ns/op
WorkloadResult  27: 16777216 op, 786485750.00 ns, 46.8782 ns/op
WorkloadResult  28: 16777216 op, 784546150.00 ns, 46.7626 ns/op
WorkloadResult  29: 16777216 op, 757262350.00 ns, 45.1364 ns/op
WorkloadResult  30: 16777216 op, 801941450.00 ns, 47.7994 ns/op
WorkloadResult  31: 16777216 op, 864455050.00 ns, 51.5255 ns/op
WorkloadResult  32: 16777216 op, 767779050.00 ns, 45.7632 ns/op
WorkloadResult  33: 16777216 op, 761749450.00 ns, 45.4038 ns/op
WorkloadResult  34: 16777216 op, 780110850.00 ns, 46.4982 ns/op
WorkloadResult  35: 16777216 op, 819371350.00 ns, 48.8383 ns/op
WorkloadResult  36: 16777216 op, 792579550.00 ns, 47.2414 ns/op
WorkloadResult  37: 16777216 op, 779923450.00 ns, 46.4871 ns/op
WorkloadResult  38: 16777216 op, 838942150.00 ns, 50.0048 ns/op
WorkloadResult  39: 16777216 op, 899343350.00 ns, 53.6050 ns/op
WorkloadResult  40: 16777216 op, 965097250.00 ns, 57.5243 ns/op
WorkloadResult  41: 16777216 op, 887145350.00 ns, 52.8780 ns/op
WorkloadResult  42: 16777216 op, 833201150.00 ns, 49.6627 ns/op
WorkloadResult  43: 16777216 op, 801059850.00 ns, 47.7469 ns/op
WorkloadResult  44: 16777216 op, 804746850.00 ns, 47.9667 ns/op
WorkloadResult  45: 16777216 op, 807931650.00 ns, 48.1565 ns/op
WorkloadResult  46: 16777216 op, 863468650.00 ns, 51.4667 ns/op
WorkloadResult  47: 16777216 op, 848909550.00 ns, 50.5990 ns/op
WorkloadResult  48: 16777216 op, 799308550.00 ns, 47.6425 ns/op
WorkloadResult  49: 16777216 op, 792002350.00 ns, 47.2070 ns/op
WorkloadResult  50: 16777216 op, 808980650.00 ns, 48.2190 ns/op
WorkloadResult  51: 16777216 op, 806143150.00 ns, 48.0499 ns/op
WorkloadResult  52: 16777216 op, 874301350.00 ns, 52.1124 ns/op
WorkloadResult  53: 16777216 op, 898734350.00 ns, 53.5687 ns/op
WorkloadResult  54: 16777216 op, 900485250.00 ns, 53.6731 ns/op
WorkloadResult  55: 16777216 op, 873990050.00 ns, 52.0939 ns/op
WorkloadResult  56: 16777216 op, 811386350.00 ns, 48.3624 ns/op
WorkloadResult  57: 16777216 op, 851102050.00 ns, 50.7296 ns/op
WorkloadResult  58: 16777216 op, 899263350.00 ns, 53.6003 ns/op
WorkloadResult  59: 16777216 op, 845556250.00 ns, 50.3991 ns/op
WorkloadResult  60: 16777216 op, 858675850.00 ns, 51.1811 ns/op
WorkloadResult  61: 16777216 op, 814516050.00 ns, 48.5489 ns/op
WorkloadResult  62: 16777216 op, 831106050.00 ns, 49.5378 ns/op
WorkloadResult  63: 16777216 op, 810936350.00 ns, 48.3356 ns/op
WorkloadResult  64: 16777216 op, 823598550.00 ns, 49.0903 ns/op
WorkloadResult  65: 16777216 op, 902056050.00 ns, 53.7667 ns/op
WorkloadResult  66: 16777216 op, 957025750.00 ns, 57.0432 ns/op
WorkloadResult  67: 16777216 op, 808684750.00 ns, 48.2014 ns/op
WorkloadResult  68: 16777216 op, 843641250.00 ns, 50.2849 ns/op
WorkloadResult  69: 16777216 op, 817245550.00 ns, 48.7116 ns/op
WorkloadResult  70: 16777216 op, 818136050.00 ns, 48.7647 ns/op
WorkloadResult  71: 16777216 op, 1075976050.00 ns, 64.1332 ns/op
WorkloadResult  72: 16777216 op, 1200922550.00 ns, 71.5806 ns/op
WorkloadResult  73: 16777216 op, 1223704050.00 ns, 72.9384 ns/op
WorkloadResult  74: 16777216 op, 1302811450.00 ns, 77.6536 ns/op
WorkloadResult  75: 16777216 op, 1233627150.00 ns, 73.5299 ns/op
WorkloadResult  76: 16777216 op, 1195256450.00 ns, 71.2428 ns/op
WorkloadResult  77: 16777216 op, 1184936650.00 ns, 70.6277 ns/op
WorkloadResult  78: 16777216 op, 1198612350.00 ns, 71.4429 ns/op
WorkloadResult  79: 16777216 op, 1196680250.00 ns, 71.3277 ns/op
WorkloadResult  80: 16777216 op, 1203472750.00 ns, 71.7326 ns/op
WorkloadResult  81: 16777216 op, 1222272650.00 ns, 72.8531 ns/op
WorkloadResult  82: 16777216 op, 1235206650.00 ns, 73.6241 ns/op
WorkloadResult  83: 16777216 op, 1226643450.00 ns, 73.1136 ns/op
WorkloadResult  84: 16777216 op, 1307748850.00 ns, 77.9479 ns/op
WorkloadResult  85: 16777216 op, 1213622750.00 ns, 72.3376 ns/op
WorkloadResult  86: 16777216 op, 1194186950.00 ns, 71.1791 ns/op
WorkloadResult  87: 16777216 op, 1248492650.00 ns, 74.4160 ns/op
WorkloadResult  88: 16777216 op, 1239052950.00 ns, 73.8533 ns/op
WorkloadResult  89: 16777216 op, 1290410050.00 ns, 76.9144 ns/op
WorkloadResult  90: 16777216 op, 1285158350.00 ns, 76.6014 ns/op
WorkloadResult  91: 16777216 op, 1321610450.00 ns, 78.7741 ns/op
WorkloadResult  92: 16777216 op, 1234596150.00 ns, 73.5877 ns/op
WorkloadResult  93: 16777216 op, 1230681350.00 ns, 73.3543 ns/op
WorkloadResult  94: 16777216 op, 1185213750.00 ns, 70.6442 ns/op
WorkloadResult  95: 16777216 op, 1216787850.00 ns, 72.5262 ns/op
WorkloadResult  96: 16777216 op, 1210145150.00 ns, 72.1303 ns/op
WorkloadResult  97: 16777216 op, 1229204850.00 ns, 73.2663 ns/op
WorkloadResult  98: 16777216 op, 1197452050.00 ns, 71.3737 ns/op
WorkloadResult  99: 16777216 op, 1241773750.00 ns, 74.0155 ns/op
WorkloadResult  100: 16777216 op, 1302978750.00 ns, 77.6636 ns/op

// AfterAll
// Benchmark Process 4340 has exited with code 0.

Mean = 60.153 ns, StdErr = 1.339 ns (2.23%), N = 100, StdDev = 13.394 ns
Min = 45.136 ns, Q1 = 48.215 ns, Median = 53.360 ns, Q3 = 72.982 ns, Max = 89.715 ns
IQR = 24.768 ns, LowerFence = 11.063 ns, UpperFence = 110.134 ns
ConfidenceInterval = [55.610 ns; 64.695 ns] (CI 99.9%), Margin = 4.543 ns (7.55% of Mean)
